question_id,question,truth,prediction,f1,sementic_similarity,tokens_length,isdigit,num_entities,config_id,retriever_id,answer_model_id,question_type_id,Chunk_size,Chunk_overlap,k,Reranker,result,reward,good
55,When did Beyoncé release Dangerously in Love?,2003,2003,1,1,7,FALSE,1,0,1,1,1,400,100,3,FALSE,1,1,1
13,How many Grammy awards did Beyoncé win for her first solo album?,five,five,1,1,12,FALSE,3,0,1,1,0,400,100,3,FALSE,1,1,1
46,What was Beyoncé's role in Destiny's Child?,lead singer,lead singer,0.5,1,7,FALSE,3,0,1,1,1,400,100,3,FALSE,0.85,0.85,1
49,What was the name of Beyoncé's first solo album?,Dangerously in Love,Dangerously in Love,0.333333333,1,8,FALSE,2,0,1,1,1,400,100,3,FALSE,0.8,0.8,1
0,"After her second solo album, what other entertainment venture did Beyonce explore?",acting,acting,1,1,12,FALSE,2,0,1,1,1,400,100,3,FALSE,1,1,1
60,Which artist did Beyonce marry?,Jay Z,Jay Z,0.5,1,5,FALSE,0,0,1,1,1,400,100,3,FALSE,0.85,0.85,1
28,"To set the record for Grammys, how many did Beyonce win?",six,six,1,1,10,FALSE,2,0,1,1,1,400,100,3,FALSE,1,1,1
11,For what movie did Beyonce receive  her first Golden Globe nomination?,Dreamgirls,Dreamgirls,1,1.000000238,11,FALSE,3,0,1,1,2,400,100,3,FALSE,1.000000167,1.000000167,1
54,When did Beyonce take a hiatus in her career and take control of her management?,2010,2010,1,1,14,FALSE,1,0,1,1,1,400,100,3,FALSE,1,1,1
59,Which album was darker in tone from her previous work?,Beyoncé,Beyoncé,1,1,10,FALSE,0,0,1,1,2,400,100,3,FALSE,1,1,1
2,"After what movie portraying Etta James, did Beyonce create Sasha Fierce?",Cadillac Records,Cadillac Records,0.5,1,11,FALSE,2,0,1,1,2,400,100,3,FALSE,0.85,0.85,1
57,When did Destiny's Child end their group act?,Jun-05,Jun-05,0.5,1.000000119,8,FALSE,1,0,1,1,1,400,100,3,FALSE,0.850000083,0.850000083,1
50,What was the name of Beyoncé's second solo album?,B'Day,B'Day,1,1,8,FALSE,2,0,1,1,1,400,100,3,FALSE,1,1,1
45,"What was Beyoncé's first acting job, in 2006?",Dreamgirls,Dreamgirls,1,1.000000238,8,TRUE,3,0,1,1,1,400,100,3,FALSE,1.000000167,1.000000167,1
66,Who is Beyoncé married to?,Jay Z,Jay Z,0.5,1,5,FALSE,1,0,1,1,1,400,100,3,FALSE,0.85,0.85,1
35,What is the name of Beyoncé's alter-ego?,Sasha Fierce,Sasha Fierce,0.5,1,6,FALSE,1,0,1,1,1,400,100,3,FALSE,0.85,0.85,1
20,"In her music, what are some recurring elements in them?","love, relationships, and monogamy","love, relationships, and monogamy",0.25,1,10,FALSE,0,0,1,1,2,400,100,3,FALSE,0.775,0.775,1
27,Time magazine named her one of the most 100 what people of the century?,influential,influential,1,1,12,TRUE,3,0,1,1,2,400,100,3,FALSE,1,1,1
61,Which magazine declared her the most dominant woman musician?,Forbes,Forbes,1,1,8,FALSE,0,0,1,1,2,400,100,3,FALSE,1,1,1
25,In which decade did the Recording Industry Association of America recognize Beyonce as the The Top Certified Artist?,2000s,2000s,1,1.000000119,16,FALSE,3,0,1,1,2,400,100,3,FALSE,1.000000083,1.000000083,1
39,What magazine rated Beyonce as the most powerful female musician in 2015?,Forbes,Forbes,1,1,11,TRUE,2,0,1,1,1,400,100,3,FALSE,1,1,1
12,How did Beyonce describe herself as a feminist?,modern-day feminist,modern-day feminist,0.5,1,7,FALSE,0,0,1,1,0,400,100,3,FALSE,0.85,0.85,1
26,In which years did Time rate Beyonce in the 100 most influential people in the world?,2013 and 2014,2013 and 2014,0.333333333,1,14,TRUE,2,0,1,1,2,400,100,3,FALSE,0.8,0.8,1
16,How many records has Beyonce sold in her 19 year career?,118 million,118 million,0.5,1,11,TRUE,2,0,1,1,0,400,100,3,FALSE,0.85,0.85,1
15,How many records did Beyoncé sell as part of Destiny's Child?,60 million,60 million,0.5,1,11,FALSE,3,0,1,1,0,400,100,3,FALSE,0.85,0.85,1
1,"After leaving Destiny's Child, how many records did Beyoncé release under her own name?",118 million,118 million,0.5,1,14,FALSE,2,0,1,1,0,400,100,3,FALSE,0.85,0.85,1
14,How many Grammy awards has Beyoncé won?,20,20,1,1,7,FALSE,2,0,1,1,0,400,100,3,FALSE,1,1,1
38,What magazine named Beyoncé as the most powerful female musician for 2015?,Forbes,Forbes,1,1,11,TRUE,2,0,1,1,1,400,100,3,FALSE,1,1,1
8,Beyonce's younger sibling also sang with her in what band?,Destiny's Child,Destiny's Child,0.5,1.000000119,10,FALSE,0,0,1,1,2,400,100,3,FALSE,0.850000083,0.850000083,1
58,Where did Beyonce get her name from?,her mother's maiden name,her mother's maiden name,0.25,1.000000119,7,FALSE,0,0,1,1,2,400,100,3,FALSE,0.775000083,0.775000083,1
40,What race was Beyonce's father?,African-American,African-American,1,1.000000119,5,FALSE,1,0,1,1,1,400,100,3,FALSE,1.000000083,1.000000083,1
5,Beyonce's childhood home believed in what religion?,Methodist,Methodist,1,1.000000119,7,FALSE,0,0,1,1,2,400,100,3,FALSE,1.000000083,1.000000083,1
6,Beyonce's father worked as a sales manager for what company?,Xerox,Xerox,1,1,9,FALSE,0,0,1,1,2,400,100,3,FALSE,1,1,1
7,Beyonce's mother worked in what industry?,hairdresser and salon owner,hairdresser and salon owner,0.25,1,6,FALSE,0,0,1,1,2,400,100,3,FALSE,0.775,0.775,1
51,What younger sister of Beyonce also appeared in Destiny's Child?,Solange,Solange,1,1,10,FALSE,3,0,1,1,1,400,100,3,FALSE,1,1,1
3,Beyonce is a descendent of what Arcadian leader?,Joseph Broussard,Joseph Broussard,0.5,0.99999994,7,FALSE,1,0,1,1,2,400,100,3,FALSE,0.849999958,0.849999958,1
33,What company did Beyoncé's father work for when she was a child?,Xerox,Xerox,1,1,11,FALSE,1,0,1,1,1,400,100,3,FALSE,1,1,1
34,What did Beyoncé's mother own when Beyoncé was a child?,salon,salon,1,1.000000119,9,FALSE,2,0,1,1,1,400,100,3,FALSE,1.000000083,1.000000083,1
36,What is the name of Beyoncé's younger sister?,Solange,Solange,1,1,7,FALSE,1,0,1,1,1,400,100,3,FALSE,1,1,1
9,Beyoncé is a descendant of which Acadian leader?,Joseph Broussard.,Joseph Broussard,0.5,0.984251738,7,FALSE,2,0,1,1,2,400,100,3,FALSE,0.838976217,0.838976217,0
10,Beyoncé was raised in what religion?,Methodist,Methodist,1,1.000000119,6,FALSE,1,0,1,1,2,400,100,3,FALSE,1.000000083,1.000000083,1
43,What town did Beyonce go to school in?,Fredericksburg,Fredericksburg,1,1,8,FALSE,1,0,1,1,1,400,100,3,FALSE,1,1,1
68,Who was the first person to notice Beyonce's singing ability?,Darlette Johnson,Darlette Johnson,0.5,1.000000119,9,FALSE,2,0,1,1,1,400,100,3,FALSE,0.850000083,0.850000083,1
4,Beyonce moved to which town after she left her first elementary school?,Houston,Houston,1,0.99999994,12,FALSE,1,0,1,1,2,400,100,3,FALSE,0.999999958,0.999999958,1
62,Which of her teachers discovered Beyonce's musical talent?,dance instructor Darlette Johnson,Darlette Johnson,0.166666667,0.723328888,8,FALSE,1,0,1,1,2,400,100,3,FALSE,0.556330222,0.556330222,1
18,I which church was Beyonce  a member and soloist  in the choir?,St. John's United Methodist Church,St. John's United Methodist Church,0.2,1,10,FALSE,1,0,1,1,2,400,100,3,FALSE,0.76,0.76,1
44,What type of school was Parker Elementary School?,music magnet school,music magnet,0.266666667,0.75194186,8,FALSE,1,0,1,1,1,400,100,3,FALSE,0.606359302,0.606359302,0
63,Which song did Beyonce sing to win a competition at age 7?,Imagine,"John Lennon's ""Imagine",0.166666667,0.493688643,11,TRUE,2,0,1,1,2,400,100,3,FALSE,0.39558205,0.39558205,0
32,What city was Beyoncé's elementary school located in?,Fredericksburg,Houston,0,0.407035828,8,FALSE,1,0,1,1,1,400,100,3,FALSE,0.28492508,0.28492508,0
48,What was the name of Beyoncé's first dance instructor?,Darlette Johnson,Darlette Johnson,0.5,1.000000119,8,FALSE,2,0,1,1,1,400,100,3,FALSE,0.850000083,0.850000083,1
17,How old was Beyoncé when she won a school talent show?,seven,seven,1,1,10,FALSE,1,0,1,1,0,400,100,3,FALSE,1,1,1
31,What choir did Beyoncé sing in for two years?,St. John's United Methodist Church,St. John's United Methodist Church,0.2,1,9,FALSE,2,0,1,1,1,400,100,3,FALSE,0.76,0.76,1
65,Who decided to place Beyonce's group in Star Search the talent show?,Arne Frager,Arne Frager,0.5,1.000000119,11,FALSE,2,0,1,1,0,400,100,3,FALSE,0.850000083,0.850000083,1
19,"In 1995, who decided to manage the girls singing group?",Beyoncé's father,Beyoncé's father,0.5,1,9,TRUE,1,0,1,1,2,400,100,3,FALSE,0.85,0.85,1
69,Who was the first record label to give the girls a record deal?,Elektra Records,Elektra Records,0.5,1,10,FALSE,1,0,1,1,1,400,100,3,FALSE,0.85,0.85,1
64,Who brought Beyonce to California and enter her group in Star Search?,Arne Frager,Arne Frager,0.5,1.000000119,12,FALSE,3,0,1,1,1,400,100,3,FALSE,0.850000083,0.850000083,1
23,In what year did Beyonce's father quit his job to manage her group?,1995,1995,1,1.000000119,13,FALSE,2,0,1,1,2,400,100,3,FALSE,1.000000083,1.000000083,1
37,What large record company recorded Beyonce's group's first album?,Sony Music,Elektra Records,0,0.256633073,9,FALSE,2,0,1,1,1,400,100,3,FALSE,0.179643151,0.179643151,0
41,What record company first signed Beyonce's group and later cut them?,Elektra Records,Elektra Records,0.5,1,11,FALSE,2,0,1,1,1,400,100,3,FALSE,0.85,0.85,1
53,When did Beyonce start becoming popular?,in the late 1990s,late 1990s,0.266666667,0.937185884,6,FALSE,1,1,1,1,1,400,100,5,TRUE,0.736030119,0.736030119,1
30,What areas did Beyonce compete in when she was growing up?,singing and dancing,singing and dancing,0.333333333,1,11,FALSE,0,1,1,1,1,400,100,5,TRUE,0.8,0.8,1
52,When did Beyonce leave Destiny's Child and become a solo singer?,2003,2003,1,1,10,FALSE,2,1,1,1,1,400,100,5,TRUE,1,1,1
22,In what city and state did Beyonce  grow up? ,"Houston, Texas",Texas,0.333333333,0.770842791,9,FALSE,1,1,1,1,2,400,100,5,TRUE,0.639589954,0.639589954,0
24,In which decade did Beyonce become famous?,late 1990s,1990s,0.333333333,0.936849892,7,FALSE,1,1,1,1,2,400,100,5,TRUE,0.755794924,0.755794924,1
21,In what R&B group was she the lead singer?,Destiny's Child,Destiny's Child,0.5,1.000000119,8,FALSE,1,1,1,1,2,400,100,5,TRUE,0.850000083,0.850000083,1
29,What album made her a worldwide known artist?,Dangerously in Love,Dangerously in Love,0.333333333,1,7,FALSE,0,1,1,1,1,400,100,5,TRUE,0.8,0.8,1
67,Who managed the Destiny's Child group?,Mathew Knowles,Mathew Knowles,0.5,0.99999994,5,FALSE,1,1,1,1,1,400,100,5,TRUE,0.849999958,0.849999958,1
56,When did Beyoncé rise to fame?,late 1990s,late 1990s,0.5,1.000000119,6,FALSE,0,1,1,1,1,400,100,5,TRUE,0.850000083,0.850000083,1
42,What role did Beyoncé have in Destiny's Child?,lead singer,lead singer,0.5,1,8,FALSE,3,1,1,1,1,400,100,5,TRUE,0.85,0.85,1
47,What was the first album Beyoncé released as a solo artist?,Dangerously in Love,Dangerously in Love,0.333333333,1,9,FALSE,2,1,1,1,1,400,100,5,TRUE,0.8,0.8,1
55,When did Beyoncé release Dangerously in Love?,2003,2003,1,1,7,FALSE,1,1,1,1,1,400,100,5,TRUE,1,1,1
13,How many Grammy awards did Beyoncé win for her first solo album?,five,five,1,1,12,FALSE,3,1,1,1,0,400,100,5,TRUE,1,1,1
46,What was Beyoncé's role in Destiny's Child?,lead singer,lead singer,0.5,1,7,FALSE,3,1,1,1,1,400,100,5,TRUE,0.85,0.85,1
49,What was the name of Beyoncé's first solo album?,Dangerously in Love,Dangerously in Love,0.333333333,1,8,FALSE,2,1,1,1,1,400,100,5,TRUE,0.8,0.8,1
0,"After her second solo album, what other entertainment venture did Beyonce explore?",acting,acting,1,1,12,FALSE,2,1,1,1,2,400,100,5,TRUE,1,1,1
60,Which artist did Beyonce marry?,Jay Z,Jay Z,0.5,1,5,FALSE,0,1,1,1,2,400,100,5,TRUE,0.85,0.85,1
28,"To set the record for Grammys, how many did Beyonce win?",six,six,1,1,10,FALSE,2,1,1,1,0,400,100,5,TRUE,1,1,1
11,For what movie did Beyonce receive  her first Golden Globe nomination?,Dreamgirls,Dreamgirls,1,1.000000238,11,FALSE,3,1,1,1,2,400,100,5,TRUE,1.000000167,1.000000167,1
54,When did Beyonce take a hiatus in her career and take control of her management?,2010,2010,1,1,14,FALSE,1,1,1,1,1,400,100,5,TRUE,1,1,1
59,Which album was darker in tone from her previous work?,Beyoncé,4,0,0.182175875,10,FALSE,0,1,1,1,2,400,100,5,TRUE,0.127523112,0.127523112,0
2,"After what movie portraying Etta James, did Beyonce create Sasha Fierce?",Cadillac Records,Cadillac Records,0.5,1,11,FALSE,2,1,1,1,2,400,100,5,TRUE,0.85,0.85,1
57,When did Destiny's Child end their group act?,Jun-05,Jun-05,0.5,1.000000119,8,FALSE,1,1,1,1,1,400,100,5,TRUE,0.850000083,0.850000083,1
50,What was the name of Beyoncé's second solo album?,B'Day,B'Day,1,1,8,FALSE,2,1,1,1,1,400,100,5,TRUE,1,1,1
45,"What was Beyoncé's first acting job, in 2006?",Dreamgirls,Dreamgirls,1,1.000000238,8,TRUE,3,1,1,1,1,400,100,5,TRUE,1.000000167,1.000000167,1
66,Who is Beyoncé married to?,Jay Z,Jay Z,0.5,1,5,FALSE,1,1,1,1,1,400,100,5,TRUE,0.85,0.85,1
35,What is the name of Beyoncé's alter-ego?,Sasha Fierce,Sasha Fierce,0.5,1,6,FALSE,1,1,1,1,1,400,100,5,TRUE,0.85,0.85,1
20,"In her music, what are some recurring elements in them?","love, relationships, and monogamy","love, relationships, and monogamy",0.25,1,10,FALSE,0,1,1,1,2,400,100,5,TRUE,0.775,0.775,1
27,Time magazine named her one of the most 100 what people of the century?,influential,influential,1,1,12,TRUE,3,1,1,1,2,400,100,5,TRUE,1,1,1
61,Which magazine declared her the most dominant woman musician?,Forbes,Forbes,1,1,8,FALSE,0,1,1,1,2,400,100,5,TRUE,1,1,1
25,In which decade did the Recording Industry Association of America recognize Beyonce as the The Top Certified Artist?,2000s,2000s,1,1.000000119,16,FALSE,3,1,1,1,2,400,100,5,TRUE,1.000000083,1.000000083,1
39,What magazine rated Beyonce as the most powerful female musician in 2015?,Forbes,Forbes,1,1,11,TRUE,2,1,1,1,1,400,100,5,TRUE,1,1,1
12,How did Beyonce describe herself as a feminist?,modern-day feminist,modern-day feminist,0.5,1,7,FALSE,0,1,1,1,0,400,100,5,TRUE,0.85,0.85,1
26,In which years did Time rate Beyonce in the 100 most influential people in the world?,2013 and 2014,2013 and 2014,0.333333333,1,14,TRUE,2,1,1,1,2,400,100,5,TRUE,0.8,0.8,1
16,How many records has Beyonce sold in her 19 year career?,118 million,118 million,0.5,1,11,TRUE,2,1,1,1,0,400,100,5,TRUE,0.85,0.85,1
15,How many records did Beyoncé sell as part of Destiny's Child?,60 million,60 million,0.5,1,11,FALSE,3,1,1,1,0,400,100,5,TRUE,0.85,0.85,1
1,"After leaving Destiny's Child, how many records did Beyoncé release under her own name?",118 million,118 million,0.5,1,14,FALSE,2,1,1,1,0,400,100,5,TRUE,0.85,0.85,1
14,How many Grammy awards has Beyoncé won?,20,20,1,1,7,FALSE,2,1,1,1,0,400,100,5,TRUE,1,1,1
38,What magazine named Beyoncé as the most powerful female musician for 2015?,Forbes,Forbes,1,1,11,TRUE,2,1,1,1,1,400,100,5,TRUE,1,1,1
8,Beyonce's younger sibling also sang with her in what band?,Destiny's Child,Destiny's Child,0.5,1.000000119,10,FALSE,0,1,1,1,2,400,100,5,TRUE,0.850000083,0.850000083,1
58,Where did Beyonce get her name from?,her mother's maiden name,her mother's maiden name,0.25,1.000000119,7,FALSE,0,1,1,1,2,400,100,5,TRUE,0.775000083,0.775000083,1
40,What race was Beyonce's father?,African-American,African-American,1,1.000000119,5,FALSE,1,1,1,1,1,400,100,5,TRUE,1.000000083,1.000000083,1
5,Beyonce's childhood home believed in what religion?,Methodist,Methodist,1,1.000000119,7,FALSE,0,1,1,1,2,400,100,5,TRUE,1.000000083,1.000000083,1
6,Beyonce's father worked as a sales manager for what company?,Xerox,Xerox,1,1,9,FALSE,0,1,1,1,2,400,100,5,TRUE,1,1,1
7,Beyonce's mother worked in what industry?,hairdresser and salon owner,hairdresser and salon owner,0.25,1,6,FALSE,0,1,1,1,2,400,100,5,TRUE,0.775,0.775,1
51,What younger sister of Beyonce also appeared in Destiny's Child?,Solange,Solange,1,1,10,FALSE,3,1,1,1,1,400,100,5,TRUE,1,1,1
3,Beyonce is a descendent of what Arcadian leader?,Joseph Broussard,Joseph Broussard,0.5,0.99999994,7,FALSE,1,1,1,1,2,400,100,5,TRUE,0.849999958,0.849999958,1
33,What company did Beyoncé's father work for when she was a child?,Xerox,Xerox,1,1,11,FALSE,1,1,1,1,1,400,100,5,TRUE,1,1,1
34,What did Beyoncé's mother own when Beyoncé was a child?,salon,salon,1,1.000000119,9,FALSE,2,1,1,1,1,400,100,5,TRUE,1.000000083,1.000000083,1
36,What is the name of Beyoncé's younger sister?,Solange,Solange,1,1,7,FALSE,1,1,1,1,1,400,100,5,TRUE,1,1,1
9,Beyoncé is a descendant of which Acadian leader?,Joseph Broussard.,Joseph Broussard,0.5,0.984251738,7,FALSE,2,1,1,1,2,400,100,5,TRUE,0.838976217,0.838976217,0
10,Beyoncé was raised in what religion?,Methodist,Methodist,1,1.000000119,6,FALSE,1,1,1,1,2,400,100,5,TRUE,1.000000083,1.000000083,1
43,What town did Beyonce go to school in?,Fredericksburg,Fredericksburg,1,1,8,FALSE,1,1,1,1,1,400,100,5,TRUE,1,1,1
68,Who was the first person to notice Beyonce's singing ability?,Darlette Johnson,Darlette Johnson,0.5,1.000000119,9,FALSE,2,1,1,1,1,400,100,5,TRUE,0.850000083,0.850000083,1
4,Beyonce moved to which town after she left her first elementary school?,Houston,Houston,1,0.99999994,12,FALSE,1,1,1,1,2,400,100,5,TRUE,0.999999958,0.999999958,1
62,Which of her teachers discovered Beyonce's musical talent?,dance instructor Darlette Johnson,Darlette Johnson,0.166666667,0.723328888,8,FALSE,1,1,1,1,2,400,100,5,TRUE,0.556330222,0.556330222,1
18,I which church was Beyonce  a member and soloist  in the choir?,St. John's United Methodist Church,St. John's United Methodist Church,0.2,1,10,FALSE,1,1,1,1,2,400,100,5,TRUE,0.76,0.76,1
44,What type of school was Parker Elementary School?,music magnet school,music magnet,0.266666667,0.75194186,8,FALSE,1,1,1,1,1,400,100,5,TRUE,0.606359302,0.606359302,0
63,Which song did Beyonce sing to win a competition at age 7?,Imagine,"John Lennon's ""Imagine",0.166666667,0.493688643,11,TRUE,2,1,1,1,2,400,100,5,TRUE,0.39558205,0.39558205,0
32,What city was Beyoncé's elementary school located in?,Fredericksburg,Fredericksburg,1,1,8,FALSE,1,1,1,1,1,400,100,5,TRUE,1,1,1
48,What was the name of Beyoncé's first dance instructor?,Darlette Johnson,Darlette Johnson,0.5,1.000000119,8,FALSE,2,1,1,1,1,400,100,5,TRUE,0.850000083,0.850000083,1
17,How old was Beyoncé when she won a school talent show?,seven,seven,1,1,10,FALSE,1,1,1,1,0,400,100,5,TRUE,1,1,1
31,What choir did Beyoncé sing in for two years?,St. John's United Methodist Church,St. John's United Methodist Church,0.2,1,9,FALSE,2,1,1,1,1,400,100,5,TRUE,0.76,0.76,1
65,Who decided to place Beyonce's group in Star Search the talent show?,Arne Frager,Arne Frager,0.5,1.000000119,11,FALSE,2,1,1,1,0,400,100,5,TRUE,0.850000083,0.850000083,1
19,"In 1995, who decided to manage the girls singing group?",Beyoncé's father,Beyoncé's father,0.5,1,9,TRUE,1,1,1,1,2,400,100,5,TRUE,0.85,0.85,1
69,Who was the first record label to give the girls a record deal?,Elektra Records,Columbia Records,0.125,0.520941615,10,FALSE,1,1,1,1,1,400,100,5,TRUE,0.40215913,0.40215913,0
64,Who brought Beyonce to California and enter her group in Star Search?,Arne Frager,Arne Frager,0.5,1.000000119,12,FALSE,3,1,1,1,1,400,100,5,TRUE,0.850000083,0.850000083,1
23,In what year did Beyonce's father quit his job to manage her group?,1995,1995,1,1.000000119,13,FALSE,2,1,1,1,2,400,100,5,TRUE,1.000000083,1.000000083,1
37,What large record company recorded Beyonce's group's first album?,Sony Music,Elektra Records,0,0.256633073,9,FALSE,2,1,1,1,1,400,100,5,TRUE,0.179643151,0.179643151,0
41,What record company first signed Beyonce's group and later cut them?,Elektra Records,Elektra Records,0.5,1,11,FALSE,2,1,1,1,1,400,100,5,TRUE,0.85,0.85,1
53,When did Beyonce start becoming popular?,in the late 1990s,late 1990s,0.266666667,0.937185884,6,FALSE,1,2,1,1,1,400,100,5,FALSE,0.736030119,0.736030119,1
30,What areas did Beyonce compete in when she was growing up?,singing and dancing,singing and dancing,0.333333333,1,11,FALSE,0,2,1,1,1,400,100,5,FALSE,0.8,0.8,1
52,When did Beyonce leave Destiny's Child and become a solo singer?,2003,2003,1,1,10,FALSE,2,2,1,1,1,400,100,5,FALSE,1,1,1
22,In what city and state did Beyonce  grow up? ,"Houston, Texas",Texas,0.333333333,0.770842791,9,FALSE,1,2,1,1,2,400,100,5,FALSE,0.639589954,0.639589954,0
24,In which decade did Beyonce become famous?,late 1990s,1990s,0.333333333,0.936849892,7,FALSE,1,2,1,1,2,400,100,5,FALSE,0.755794924,0.755794924,1
21,In what R&B group was she the lead singer?,Destiny's Child,Destiny's Child,0.5,1.000000119,8,FALSE,1,2,1,1,2,400,100,5,FALSE,0.850000083,0.850000083,1
29,What album made her a worldwide known artist?,Dangerously in Love,Dangerously in Love,0.333333333,1,7,FALSE,0,2,1,1,1,400,100,5,FALSE,0.8,0.8,1
67,Who managed the Destiny's Child group?,Mathew Knowles,Mathew Knowles,0.5,0.99999994,5,FALSE,1,2,1,1,1,400,100,5,FALSE,0.849999958,0.849999958,1
56,When did Beyoncé rise to fame?,late 1990s,late 1990s,0.5,1.000000119,6,FALSE,0,2,1,1,1,400,100,5,FALSE,0.850000083,0.850000083,1
42,What role did Beyoncé have in Destiny's Child?,lead singer,lead singer,0.5,1,8,FALSE,3,2,1,1,1,400,100,5,FALSE,0.85,0.85,1
47,What was the first album Beyoncé released as a solo artist?,Dangerously in Love,Dangerously in Love,0.333333333,1,9,FALSE,2,2,1,1,1,400,100,5,FALSE,0.8,0.8,1
55,When did Beyoncé release Dangerously in Love?,2003,2003,1,1,7,FALSE,1,2,1,1,1,400,100,5,FALSE,1,1,1
13,How many Grammy awards did Beyoncé win for her first solo album?,five,five,1,1,12,FALSE,3,2,1,1,0,400,100,5,FALSE,1,1,1
46,What was Beyoncé's role in Destiny's Child?,lead singer,lead singer,0.5,1,7,FALSE,3,2,1,1,1,400,100,5,FALSE,0.85,0.85,1
49,What was the name of Beyoncé's first solo album?,Dangerously in Love,Dangerously in Love,0.333333333,1,8,FALSE,2,2,1,1,1,400,100,5,FALSE,0.8,0.8,1
0,"After her second solo album, what other entertainment venture did Beyonce explore?",acting,acting,1,1,12,FALSE,2,2,1,1,2,400,100,5,FALSE,1,1,1
60,Which artist did Beyonce marry?,Jay Z,Jay Z,0.5,1,5,FALSE,0,2,1,1,2,400,100,5,FALSE,0.85,0.85,1
28,"To set the record for Grammys, how many did Beyonce win?",six,six,1,1,10,FALSE,2,2,1,1,0,400,100,5,FALSE,1,1,1
11,For what movie did Beyonce receive  her first Golden Globe nomination?,Dreamgirls,Dreamgirls,1,1.000000238,11,FALSE,3,2,1,1,2,400,100,5,FALSE,1.000000167,1.000000167,1
54,When did Beyonce take a hiatus in her career and take control of her management?,2010,2010,1,1,14,FALSE,1,2,1,1,1,400,100,5,FALSE,1,1,1
59,Which album was darker in tone from her previous work?,Beyoncé,Beyoncé,1,1,10,FALSE,0,2,1,1,2,400,100,5,FALSE,1,1,1
2,"After what movie portraying Etta James, did Beyonce create Sasha Fierce?",Cadillac Records,Cadillac Records,0.5,1,11,FALSE,2,2,1,1,2,400,100,5,FALSE,0.85,0.85,1
57,When did Destiny's Child end their group act?,Jun-05,Jun-05,0.5,1.000000119,8,FALSE,1,2,1,1,1,400,100,5,FALSE,0.850000083,0.850000083,1
50,What was the name of Beyoncé's second solo album?,B'Day,B'Day,1,1,8,FALSE,2,2,1,1,1,400,100,5,FALSE,1,1,1
45,"What was Beyoncé's first acting job, in 2006?",Dreamgirls,Dreamgirls,1,1.000000238,8,TRUE,3,2,1,1,1,400,100,5,FALSE,1.000000167,1.000000167,1
66,Who is Beyoncé married to?,Jay Z,Jay Z,0.5,1,5,FALSE,1,2,1,1,1,400,100,5,FALSE,0.85,0.85,1
35,What is the name of Beyoncé's alter-ego?,Sasha Fierce,Sasha Fierce,0.5,1,6,FALSE,1,2,1,1,1,400,100,5,FALSE,0.85,0.85,1
20,"In her music, what are some recurring elements in them?","love, relationships, and monogamy","love, relationships, and monogamy",0.25,1,10,FALSE,0,2,1,1,2,400,100,5,FALSE,0.775,0.775,1
27,Time magazine named her one of the most 100 what people of the century?,influential,influential,1,1,12,TRUE,3,2,1,1,2,400,100,5,FALSE,1,1,1
61,Which magazine declared her the most dominant woman musician?,Forbes,Forbes,1,1,8,FALSE,0,2,1,1,2,400,100,5,FALSE,1,1,1
25,In which decade did the Recording Industry Association of America recognize Beyonce as the The Top Certified Artist?,2000s,2000s,1,1.000000119,16,FALSE,3,2,1,1,2,400,100,5,FALSE,1.000000083,1.000000083,1
39,What magazine rated Beyonce as the most powerful female musician in 2015?,Forbes,Forbes,1,1,11,TRUE,2,2,1,1,1,400,100,5,FALSE,1,1,1
